Date,Nature Code,Address,Call ID,First In Unit,Call Processing Time,Initial Response,Full Complement,Full Overwhelm?,Partial Overwhelm?,Has Response(s),Remarks,Level 1 Cause,Level 2 Cause,Custom Content,Region,Dispatch Rule,Response Plan,X Coordinate,Y Coordinate,Longitude,Latitude
01/08/2017 16:27:37,324,3RD STREET NORTHEAST,2017-002919,E19,0,3.212483,3.212483,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6964701.211,422407.4569,-125.26386,44.72521
01/08/2017 16:30:20,444,6103 NORTHEAST COUCH STREET,2017-002920,E72,0,4.097083,4.097083,N,N,Y,,Hazardous Condition,Hazardous Condition N.O.S.,,Atlantis,Catchall Rule,Generic Response,6940984.025,420916.5804,-125.35461,44.71725
01/08/2017 16:34:28,324,SERVICE ROAD,2017-002921,E29,0,4.758733,4.758733,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6960006.154,424864.1428,-125.28245,44.73117
01/08/2017 16:36:06,733,911 NORTHEAST 11TH AVENUE,2017-002922,E17,0,3.180367,3.180367,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6933606.997,423575.2653,-125.38355,44.72332
01/08/2017 16:39:43,324,JUNIPER AVENUE,2017-002923,E54,0,3.7048,3.7048,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6927916.66,427196.7469,-125.40625,44.73229
01/08/2017 16:41:15,311,2838 SOUTHEAST 82ND AVENUE,2017-002924,M32,0,5.700217,5.700217,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6953146.345,412277.2524,-125.30592,44.69559
01/08/2017 16:42:27,321,4501 NORTHWEST GILMAN BOULEVARD,2017-002925,E10,0,3.87475,4.77815,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6950061.99,435112.1059,-125.323,44.75761
01/08/2017 16:42:53,321,888 SOUTH KING STREET,2017-002926,E14,0,3.213633,4.572833,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6913359.284,426514.1843,-125.462,44.72798
01/08/2017 16:44:05,311,701 WEST COCOA BEACH CAUSEWAY,2017-002927,M78,0,6.054367,6.054367,N,N,Y,,EMS,BLS,,FS77,EMS rule,BLS Response,6991185.525,380757.1948,-125.1529,44.61538
01/08/2017 16:47:25,324,SERVICE ROAD,2017-002928,E29,0,4.833717,4.833717,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6956987.193,431648.351,-125.2956,44.74926
01/08/2017 16:50:37,353,1460 SOUTH BERETANIA STREET,2017-002929,E79,0,3.778583,3.778583,N,N,Y,,Rescue,Rescue N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6916805.422,425495.0999,-125.44853,44.72577
01/08/2017 16:50:50,321,4601 SOUTHEAST POWELL BOULEVARD,2017-002930,E44,0,3.984283,4.07575,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6943353.836,411301.9642,-125.34329,44.69132
01/08/2017 16:51:54,321,KAAHUMANU AVENUE,2017-002931,M80,0,4.16115,4.16115,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6904194.772,430525.8431,-125.49815,44.73741
01/08/2017 16:52:41,321,8901 1ST AVE SE,2017-002932,E19,0,2.540183,3.3075,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6961159.979,421392.9811,-125.27723,44.72186
01/08/2017 16:53:37,300,6301 SOUTHEAST 68TH AVENUE,2017-002933,M18,0,5.90135,5.90135,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6949177.001,410396.1394,-125.32073,44.68979
01/08/2017 16:58:49,324,SOUTHEAST CLINTON STREET/SOUTHEAST 79TH AVENUE,2017-002934,E69,0,3.477833,3.477833,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6952158.908,412859.1697,-125.30985,44.69702
01/08/2017 17:00:08,321,8905 SOUTHEAST HAWTHORNE BOULEVARD,2017-002935,E7,0,3.731867,5.386067,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6933853.038,417295.5569,-125.38115,44.70616
01/08/2017 17:04:25,300,5801 FRANKLIN BOULEVARD,2017-002936,M3,0,2.1784,2.1784,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6938774.677,400046.6588,-125.35826,44.65975
01/08/2017 17:12:42,321,2225 SOUTHEAST 87TH AVENUE,2017-002937,E37,0,4.083133,5.528583,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6954108.237,414520.8163,-125.30274,44.70189
01/08/2017 17:15:41,321,UNKNOWN ADDRESS,2017-002938,M2,0,3.294867,3.294867,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6944055.973,417044.5772,-125.34192,44.70716
01/08/2017 17:20:06,324,8TH AVENUE NORTHEAST/SERVICE ROAD,2017-002939,E5,0,5.3486,5.3486,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6949503.754,454571.4916,-125.32962,44.81081
01/08/2017 17:23:47,746,855 WEST MOORHEAD CIRCLE,2017-002940,E4,0,3.31165,3.31165,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6932347.176,408032.7259,-125.38478,44.68055
01/08/2017 17:25:27,324,SOUTHEAST RAYMOND STREET/SOUTHEAST 32ND AVENUE,2017-002941,E41,0,3.550117,3.550117,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6938691.258,407596.1694,-125.36033,44.6804
01/08/2017 17:25:48,324,21ST STREET NORTHWEST/12TH AVENUE NORTHWEST,2017-002942,E21,0,2.382417,2.382417,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6941363.975,458090.3979,-125.36175,44.8191
01/08/2017 17:28:20,400,707 SOUTHEAST BELMONT STREET,2017-002943,E7,0,1.18245,1.18245,N,N,Y,,Hazardous Condition,Hazardous Condition N.O.S.,,Atlantis,Catchall Rule,Generic Response,6932608.422,418950.5396,-125.38631,44.71049
01/08/2017 17:31:06,611,9401 HAWTHORN AVENUE,2017-002944,E6,0,4.423433,4.423433,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6922190.605,426559.9341,-125.4281,44.72959
01/08/2017 17:33:34,611,888 SOUTH KING STREET,2017-002945,E14,0,3.213633,3.213633,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6913359.284,426514.1843,-125.462,44.72798
01/08/2017 17:36:55,300,1830 NORTHEAST 13TH AVENUE,2017-002946,M23,0,5.397983,5.397983,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6934629.462,426078.3845,-125.38021,44.73034
01/08/2017 17:37:03,324,SERVICE ROAD,2017-002947,E3,0,3.67515,3.67515,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6941198.479,399170.9369,-125.34876,44.65775
01/08/2017 17:39:34,321,3155 EAST BURNSIDE STREET,2017-002948,E52,0,3.875533,4.965817,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6939564.901,420911.4334,-125.36005,44.71701
01/08/2017 17:40:33,321,3202 NORTHEAST PACIFIC STREET,2017-002949,E20,0,3.887,4.509917,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6948737.601,422492.9537,-125.32519,44.72284
01/08/2017 17:41:16,733,701 SOUTHEAST 17TH AVENUE,2017-002950,E17,0,3.726783,3.726783,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6935231.177,420019.0443,-125.37649,44.71385
01/08/2017 17:45:46,311,1255 HILYARD,2017-002951,M3,0,3.724733,3.724733,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6936054.024,399966.7117,-125.36868,44.65908
01/08/2017 17:50:18,300,7202 NORTHEAST COUCH STREET,2017-002952,M2,0,2.374833,2.374833,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6938301.338,421213.4934,-125.36498,44.71763
01/08/2017 17:51:20,324,NORTHWEST GILMAN BOULEVARD,2017-002953,E10,0,2.226783,2.226783,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6946362.812,435727.1858,-125.33736,44.75869
01/08/2017 17:54:33,311,1520 PEARL STREET,2017-002954,M3,0,3.6494,3.6494,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6933668.326,398853.9127,-125.37758,44.65564
01/08/2017 17:56:26,311,800 OCCIDENTAL AVENUE SOUTH,2017-002955,M2,0,4.461483,4.461483,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6943672.541,418175.7125,-125.34365,44.71019
01/08/2017 17:57:04,745,101 SCHUMANN DRIVE NW,2017-002956,E29,0,2.042117,2.042117,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6961120.178,429910.3335,-125.27932,44.74517
01/08/2017 17:57:19,711,4501 NORTH 3RD STREET,2017-002957,E74,0,3.767017,3.767017,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6942052.332,450482.7273,-125.35734,44.79839
01/08/2017 18:00:58,321,3506 SOUTHEAST POWELL BOULEVARD,2017-002958,M32,0,3.684417,3.684417,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6945126.79,410990.7957,-125.33641,44.69076
01/08/2017 18:03:15,300,KAAHUMANU AVENUE/MAUI LANI PARKWAY,2017-002959,M80,0,5.449233,5.449233,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6900015.953,430740.1151,-125.51426,44.73729
01/08/2017 18:04:49,321,3930 SOUTHEAST DIVISION STREET,2017-002960,M39,0,3.912033,3.912033,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6941702.487,413895.7534,-125.35023,44.69815
01/08/2017 18:12:00,321,3103 RIVER STREET,2017-002961,M74,0,2.399267,2.399267,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6943129.12,451281.7504,-125.35338,44.80075
01/08/2017 18:15:10,300,4805 NORTHEAST GLISAN STREET,2017-002962,M2,0,4.869617,4.869617,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6944994.931,421970.9381,-125.33945,44.7208
01/08/2017 18:16:07,311,2860 SOUTHEAST HOLGATE BOULEVARD,2017-002963,M39,0,4.05965,4.05965,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6937892.182,408734.7926,-125.36366,44.68339
01/08/2017 18:17:32,321,208-220 CENTERTOWN PLAZA,2017-002964,M19,0,3.153367,3.153367,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6961354.298,422368.7047,-125.27671,44.72456
01/08/2017 18:28:25,321,6001 9TH AVENUE NORTHWEST,2017-002965,E21,0,1.639467,5.407083,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6942343.525,458368.9492,-125.35804,44.82003
01/08/2017 18:28:40,550,NORTHEAST 93RD AVENUE,2017-002966,E37,0,4.809333,4.809333,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6956372.383,421417.2217,-125.29562,44.72115
01/08/2017 18:29:52,311,4805 NORTHEAST GLISAN STREET,2017-002967,M2,0,4.869617,4.869617,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6944994.931,421970.9381,-125.33945,44.7208
01/08/2017 18:35:49,600,1100-1130 NORTHEAST 28TH AVENUE,2017-002968,E17,0,4.649983,4.649983,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6938897.722,424071.3002,-125.36335,44.72555
01/08/2017 18:38:13,300,3725 SOUTHEAST DIVISION STREET,2017-002969,M39,0,3.3842,3.3842,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6940988.474,414072.2904,-125.35301,44.69852
01/08/2017 18:42:32,321,8801 MILL STREET,2017-002970,M13,0,1.17495,1.17495,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6939522.899,386029.3985,-125.35216,44.62149
01/08/2017 18:42:45,321,2301 16TH AVENUE NORTHEAST,2017-002971,E29,0,2.24985,5.634817,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6960399.767,430559.4024,-125.28224,44.74683
01/08/2017 18:44:45,611,2460 KOA AVENUE,2017-002972,E6,0,5.081933,5.081933,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6919942.281,418489.3366,-125.43484,44.70711
01/08/2017 18:52:52,311,4514 SOUTHEAST 83RD AVENUE,2017-002973,M32,0,5.4463,5.4463,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6953029.515,407726.5513,-125.30533,44.68311
01/08/2017 18:55:31,321,2701 HELMBRIGHT DRIVE,2017-002974,E56,0,4.474433,5.479333,N,N,Y,,EMS,ALS,,Gramsham,ALS Rule,ALS Response,6946622.57,384593.1147,-125.32461,44.61872
01/08/2017 18:56:59,321,4600 SOUTHEAST WOODSTOCK BOULEVARD,2017-002975,E27,0,2.642767,5.66085,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6943037.995,404341.602,-125.3429,44.67221
01/08/2017 18:57:13,321,100 NORTHEAST GILMAN BOULEVARD,2017-002976,M12,0,4.436633,4.436633,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6954078.513,431978.6358,-125.30685,44.74969
01/08/2017 19:06:50,321,800 OCCIDENTAL AVENUE SOUTH,2017-002977,M2,0,1.59065,1.59065,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6943417.814,418282.9144,-125.34465,44.71044
01/08/2017 19:07:51,511,4601 SMITH-PETERSENS GATE,2017-002978,E81,0,3.937683,3.937683,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6968527.401,411397.9021,-125.24668,44.69568
01/08/2017 19:13:54,744,702 34TH STREET,2017-002979,E47,0,3.2409,3.2409,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6930996.725,426209.0109,-125.39419,44.73009
01/08/2017 19:20:44,321,4431 SOUTHEAST 64TH AVENUE,2017-002980,M32,0,3.33295,3.33295,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6947760.993,408297.7662,-125.32568,44.68382
01/08/2017 19:20:51,600,801 WEST 7TH AVENUE,2017-002981,E31,0,3.6755,3.6755,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6932545.31,402109.2025,-125.38264,44.66437
01/08/2017 19:22:21,341,6401 REINDEER LANE,2017-002982,E56,0,4.5927,4.5927,N,N,Y,,Rescue,Rescue N.O.S.,,Gramsham,Catchall Rule,Generic Response,6947118.104,390097.6568,-125.32397,44.63388
01/08/2017 19:23:03,321,8701 NORTHEAST 92ND AVENUE,2017-002983,E37,0,4.13545,4.554583,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6955804.248,420303.5545,-125.29755,44.718
01/08/2017 19:24:10,321,8101 2ND AVENUE SOUTHWEST,2017-002984,E34,0,2.538367,5.097883,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6960196.477,418151.6781,-125.28019,44.71282
01/08/2017 19:26:14,321,4501 HARVARD LANE,2017-002985,E4,0,3.824583,4.595333,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6929214.566,409647.6155,-125.39718,44.68445
01/08/2017 19:26:26,311,COUNTY HIGHWAY 17,2017-002986,M68,0,5.68345,5.68345,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6952833.873,447409.7348,-125.31517,44.79174
01/08/2017 19:28:10,324,SERVICE ROAD,2017-002987,E78,0,3.563717,3.563717,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6995008.446,393787.2871,-125.14112,44.65167
01/08/2017 19:31:40,321,1944 NE SANDY BOULEVARD,2017-002988,E17,0,2.968,5.634983,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6936096.702,422022.4917,-125.37363,44.71948
01/08/2017 19:32:41,321,4750 WEST MOORHEAD CIRCLE,2017-002989,E41,0,4.317783,5.98655,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932805.477,407112.0848,-125.3828,44.67811
01/08/2017 19:33:49,321,906 NORTHWEST HARRIMAN STREET,2017-002990,M1,0,3.76985,3.76985,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6938166.984,435009.5549,-125.36869,44.75538
01/08/2017 19:34:29,323,BIG BEAR PLACE NORTHWEST/WEST SUNSET WAY,2017-002991,E12,0,2.708917,2.708917,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6949972.748,430060.6804,-125.32218,44.74377
01/08/2017 19:35:26,745,3301 KALIA ROAD,2017-002992,E79,0,4.645717,4.645717,N,N,Y,,Fire,False Alarm,,Paradise Island,Catchall Rule,Generic Response,6917531.794,420888.8106,-125.44465,44.71328
01/08/2017 19:52:23,321,2918 SOUTHEAST MADISON STREET,2017-002993,E52,0,3.214917,4.8945,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6938412.238,417102.9405,-125.3636,44.70639
01/08/2017 20:00:14,550,9902 HALEAKALA HIGHWAY,2017-002994,E80,0,3.812683,3.812683,N,N,Y,,Service,Service N.O.S.,,Paradise Island,Catchall Rule,Generic Response,6909357.073,429868.9705,-125.47817,44.73649
01/08/2017 20:00:53,321,3155 EAST BURNSIDE STREET,2017-002995,M2,0,3.263767,3.875533,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6939564.901,420911.4334,-125.36005,44.71701
01/08/2017 20:01:29,321,2609 SOUTHEAST 6TH AVENUE,2017-002996,E73,0,3.452183,4.289617,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6931908.446,414257.3715,-125.38791,44.69752
01/08/2017 20:01:35,324,CHISHOLM TRAIL,2017-002997,E47,0,3.5936,3.5936,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6930311.684,426352.7561,-125.39686,44.73037
01/08/2017 20:04:22,600,SERVICE ROAD,2017-002998,E55,0,4.27315,4.27315,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6955531.924,409863.419,-125.29621,44.68937
01/08/2017 20:06:12,321,5901 KALÃ„ÂKAUA AVENUE,2017-002999,M79,0,4.328133,4.328133,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6917557.495,421696.6494,-125.44475,44.7155
01/08/2017 20:18:41,745,805 GILLASPIE DRIVE,2017-003000,E4,0,2.888117,2.888117,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6929031.144,408050.8235,-125.39751,44.68005
01/08/2017 20:18:42,324,SERVICE ROAD,2017-003001,E8,0,4.332317,4.332317,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6925516.467,418180.6998,-125.41336,44.7072
01/08/2017 20:20:39,622,3940 SOUTHEAST POWELL BOULEVARD,2017-003002,E44,0,2.672833,2.672833,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6941610.411,411071.7878,-125.34993,44.6904
01/08/2017 20:21:46,300,UNKNOWN ADDRESS,2017-003003,M71,0,3.163767,3.163767,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6929814.843,422968.4262,-125.39797,44.72102
01/08/2017 20:25:02,500,909 EAST BURNSIDE STREET,2017-003004,E7,0,3.64675,3.64675,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6933279.881,421290.2123,-125.38428,44.717
01/08/2017 20:26:30,321,5101 EAST LAKE SAMMAMISH PARKWAY SOUTHEAST,2017-003005,M68,0,4.377067,4.377067,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6952730.996,436017.8384,-125.31295,44.76053
01/08/2017 20:30:40,321,SOUTH BERETANIA STREET,2017-003006,E14,0,3.865233,4.114833,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6914392.699,426494.4531,-125.45803,44.7281
01/08/2017 20:36:47,321,GORDON DRIVE,2017-003007,E41,0,4.699917,5.3006,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6932219.627,406745.7826,-125.38497,44.67701
01/08/2017 20:39:25,311,221 MAHALANI STREET,2017-003008,M80,0,5.110867,5.110867,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6900420.142,429509.7488,-125.51241,44.73399
01/08/2017 20:39:39,321,2450 KITTREDGE LOOP DRIVE,2017-003009,E8,0,1.96375,5.7305,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6926741.665,414900.4381,-125.40789,44.69842
01/08/2017 20:40:09,611,4701 WHITSON DRIVE,2017-003010,E56,0,3.87705,3.87705,N,N,Y,,Fire,Good Intent,,Gramsham,Catchall Rule,Generic Response,6948305.901,381036.7059,-125.31734,44.60926
01/08/2017 20:46:18,321,2627 SOUTHEAST CLINTON STREET,2017-003011,M39,0,2.884367,2.884367,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6937295.623,413839.857,-125.36713,44.69727
01/08/2017 20:49:24,745,6001 12TH AVENUE SOUTH,2017-003012,E75,0,5.17365,5.17365,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6942333.083,444145.7973,-125.35479,44.78108
01/08/2017 20:50:18,311,801 HANA HIGHWAY,2017-003013,M15,0,3.626567,3.626567,N,N,Y,,EMS,BLS,,Paradise Island,EMS rule,BLS Response,6918631.492,435159.353,-125.44379,44.75254
01/08/2017 20:53:53,622,7201 EAST LAKE SAMMAMISH PARKWAY SOUTHEAST,2017-003014,E68,0,3.979017,3.979017,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6952195.705,436328.1929,-125.31508,44.76129
01/08/2017 20:55:22,321,UNKNOWN ADDRESS,2017-003015,E49,0,2.82205,4.700167,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6944030.109,414205.076,-125.34136,44.69938
01/08/2017 20:58:17,321,1988 SOUTHEAST LADD AVENUE,2017-003017,E73,0,4.11715,4.720217,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6934975.339,415716.6556,-125.37647,44.70203
01/08/2017 20:58:23,743,1039 SOUTH KING STREET,2017-003016,E79,0,3.66785,3.66785,N,N,Y,,Fire,False Alarm,,Paradise Island,Catchall Rule,Generic Response,6914199.57,425465.9847,-125.45853,44.72525
01/08/2017 21:01:42,463,4124 SOUTHEAST 82ND AVENUE,2017-003018,E55,0,1.658133,1.658133,N,N,Y,,Hazardous Condition,Hazardous Condition N.O.S.,,Atlantis,Catchall Rule,Generic Response,6952842.883,408832.8452,-125.3063,44.68611
01/08/2017 21:06:38,611,4401 KAPIOLANI BOULEVARD,2017-003019,E6,0,4.4553,4.4553,N,N,Y,,Fire,Good Intent,,Paradise Island,Catchall Rule,Generic Response,6918762.428,421644.0546,-125.44011,44.71555
01/08/2017 21:07:10,311,6601 SOUTHEAST 25TH AVENUE,2017-003020,M39,0,3.224517,3.224517,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6936748.635,412348.7224,-125.36888,44.6931
01/08/2017 21:07:48,321,NORTHEAST 53RD AVENUE/NORTHEAST KLICKITAT STREET,2017-003021,E60,0,2.241317,4.979267,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6946192.77,429317.992,-125.33654,44.74112
01/08/2017 21:12:05,321,2501 RIDGEWOOD AVENUE,2017-003022,M78,0,4.8162,4.8162,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6998130.439,389953.9981,-125.1283,44.64166
01/08/2017 21:15:29,311,7401 3RD STREET NORTHEAST,2017-003023,M74,0,4.004583,4.004583,N,N,Y,,EMS,BLS,,Atlantis,EMS rule,BLS Response,6945788.02,450274.8502,-125.34292,44.79843
01/08/2017 21:29:09,743,9401 NORTHEAST DOGWOOD STREET,2017-003024,E12,0,3.5681,3.5681,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6953428.132,430912.7588,-125.3091,44.74667
01/08/2017 21:29:47,324,DIVISION STREET,2017-003025,E38,0,4.378283,4.378283,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6939467.628,438361.127,-125.36447,44.76477
01/08/2017 21:32:29,735,310 WEST KAAHUMANU AVENUE,2017-003026,E80,0,4.5511,4.5511,N,N,Y,,Fire,False Alarm,,Paradise Island,Catchall Rule,Generic Response,6903770.504,431002.8662,-125.4999,44.73865
01/08/2017 21:47:34,321,AURORA AVENUE,2017-003027,E8,0,3.813583,5.46845,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6928543.445,415490.0823,-125.40111,44.70034
01/08/2017 21:53:21,324,NORTHEAST STANTON STREET/NORTHEAST 62ND AVENUE,2017-003028,E20,0,3.678167,3.678167,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6948499.637,427977.2827,-125.32737,44.73782
01/08/2017 22:04:09,321,4901 LINCOLN PLACE,2017-003029,E6,0,4.925183,5.963233,N,N,Y,,EMS,ALS,,Paradise Island,ALS Rule,ALS Response,6921902.368,417134.9037,-125.42699,44.70373
01/08/2017 22:05:02,321,4202 SOUTHEAST 72ND AVENUE,2017-003030,E69,0,1.403333,5.212383,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6950476.672,413825.7092,-125.31653,44.6994
01/08/2017 22:21:35,743,5701 BROADWAY,2017-003031,E6,0,2.9952,2.9952,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6922590.387,420611.9298,-125.42517,44.71337
01/08/2017 22:26:19,551,7507 SOUTHEAST YAMHILL STREET,2017-003032,E18,0,3.520067,3.520067,N,N,Y,,Service,Service N.O.S.,,Atlantis,Catchall Rule,Generic Response,6951361.07,417799.8891,-125.31404,44.71042
01/08/2017 22:31:02,745,1123 SOUTHEAST MARKET STREET,2017-003033,E7,0,3.8904,3.8904,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6933589.571,416746.4682,-125.38203,44.70462
01/08/2017 22:31:09,321,SOUTHEAST RHONE STREET/SOUTHEAST 56TH AVENUE,2017-003034,M32,0,2.81345,2.81345,N,N,Y,,EMS,ALS,,Atlantis,ALS Rule,ALS Response,6945911.344,410515.8496,-125.33329,44.68959
01/08/2017 22:35:42,622,PEARL STREET/FOLSOM STREET,2017-003035,E71,0,3.70085,3.70085,N,N,Y,,Fire,Good Intent,,Atlantis,Catchall Rule,Generic Response,6926960.936,421743.1989,-125.40865,44.7172
01/08/2017 22:35:42,324,SOUTHEAST 26TH AVENUE,2017-003036,E41,0,3.795883,3.795883,N,N,Y,,MVA,MVA N.O.S.,,Atlantis,Catchall Rule,Generic Response,6936972.056,410272.3083,-125.36755,44.68745
01/08/2017 22:35:56,743,1401 GATEWAY DRIVE NORTHWEST,2017-003037,E74,0,2.6998,2.6998,N,N,Y,,Fire,False Alarm,,Atlantis,Catchall Rule,Generic Response,6943530.996,453094.1484,-125.35226,44.80578
